Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for Founders and Co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Renown score
1,2012,2,40,5,1,1/1/2012,5/3/2013,455000,United States,North America,2,0,2,0,2,6,0,0,Low,0,2,0,0,1,0,Both,1,Public,1,Both,1,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,1,0,0,Online,B2B,0,2,0,1,Masters,21,1,1,500,2,0,1,1,68,30,0,0,0,0,0,0,1,0,0,0,0,8334266,0,0,0,2,1,0,6,0.455,16,16,1,5
1,2011,3,603,95,1,1/1/2011,1/14/2014,8100000,United States,North America,0,0,4,8,8,96,1,4,High,0,1,1,1,0,0,Service,1,Private,0,Structured,1,Cloud,1,Linear,1,1,0,0,0,0,0,1,0,0,0,Online,B2C,1,1,0,0,Bachelors,18,0,0,500,1,0,0,1,82,16,2,2,1,0,1,0,1,0,1,0,0,2725,1,1,1,4,2,0,48,8.1,10,9.1,1,5
0,2007,7,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,0,2,2,0,0,Low,0,0,0,0,0,0,Service,0,Public,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,1,0,Online,B2C,0,2,1,1,Masters,21,0,1,500,0,0,0,1,69,24,0,0,0,0,1,0,1,1,0,1,1,2518862,0,0,0,3,2,1,0.3,unknown amount,1,1,0,1
1,2009,4,65,8,0,1/1/2011,11/28/2012,714205,United States,North America,0,0,2,0,2,6,0,0,Low,0,2,0,0,0,1,Product,0,Both,1,Structured,0,Platform,0,Non-Linear,0,0,0,0,0,0,1,0,0,0,0,Offline,B2B,0,1,1,1,Bachelors,18,1,1,500,1,0,0,0,1,25,1,1,1,0,1,0,0,0,0,0,0,4621889,0,1,0,4,2,0,3,0.714205,1,8.4,1,7
1,2009,5,73,31,1,4/1/2009,3/14/2014,8000000,United States,North America,0,0,2,0,3,36,0,2,High,0,1,1,1,0,1,Product,0,Both,0,Structured,1,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,1,0,0,0,0,25,1,1,1,0,1,0,0,0,0,0,0,434839,0,1,0,4,2,3,9,8,18,14.3,1,7
1,2010,4,359,297,1,10/1/2010,12/5/2012,30000000,United States,North America,4,0,1,1,10,297,0,1,High,0,2,1,1,0,1,Service,0,Both,0,Unstructured,0,Platform,1,Linear,1,0,0,0,0,0,0,1,0,0,0,Offline,B2B,1,2,1,1,Bachelors,18,1,1,500,1,0,0,0,0,25,1,1,1,0,1,1,0,0,1,0,0,257071,0,1,0,3,1,0,99,30,11,7.8,1,6
1,2012,2,89,6,0,1/1/2011,10/15/2012,28000,India,Asia,0,1,2,0,2,4,0,0,Medium,0,0,0,0,0,1,Service,0,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,0,0,0,Masters,21,0,0,500,1,0,0,0,0,16,0,0,1,0,0,1,0,0,0,0,0,1541266,0,0,0,3,1,0,4,0.028,1,1,1,0
1,2009,5,127,45,1,10/1/2009,11/24/2013,6379489.4,India,Asia,2,0,2,0,1,46,0,0,High,0,1,0,0,0,0,Product,0,no,0,No,0,Platform,0,Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,0,Bachelors,18,1,1,500,1,0,0,0,1,25,0,0,0,0,0,1,0,0,0,0,0,1327504,0,0,0,3,1,0,11.5,unknown amount,20,12,1,7
1,2011,3,359,19,1,4/1/2011,7/25/2013,6379489.4,India,Asia,0,1,2,0,3,30,0,0,High,0,1,1,1,0,1,Service,0,no,0,No,1,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,1,0,Bachelors,18,1,1,500,1,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,382303,0,0,0,3,1,0,15,unknown amount,27,27,1,2
1,2010,4,511,14,0,7/15/2010,12/22/2013,3000000,Belgium,Europe,1,0,5,0,8,8,0,0,Low,0,1,1,1,0,1,Service,0,Both,1,Unstructured,1,Platform,1,Non-Linear,1,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,1,0,1,Masters,21,1,1,500,1,0,0,0,8,24,1,1,0,0,0,1,0,0,0,0,0,245886,0,0,0,4,1,0,2.7,3,1,1,1,1
1,2012,2,316,31,1,9/1/2012,11/29/2013,6379489.4,Denmark,Europe,1,0,2,0,5,50,0,0,Low,0,1,1,1,0,1,Product,1,Public,0,Structured,0,Both,1,Linear,1,0,0,1,1,1,0,1,0,0,1,Online,B2B,0,1,1,0,Bachelors,18,0,1,409,2,1,0,0,3,14,0,0,0,1,0,0,0,0,1,0,0,20238024,0,0,0,3,2,0,50,unknown amount,12,12,0,0
1,2012,2,40,31,0,5/4/2012,11/19/2012,110000,Spain,Europe,1,0,0,1,1,69,0,0,Medium,0,1,0,0,0,0,Service,0,Both,1,Structured,0,Both,1,Non-Linear,1,0,0,1,1,0,0,1,0,1,0,Online,B2C,0,2,1,0,Masters,21,0,0,345,2,0,0,1,8,22,1,0,1,0,0,0,0,1,0,0,1,4386057,1,1,0,2,1,0,18.4,0.11,7,7,0,0
1,2012,2,89,11,1,6/1/2012,6/1/2013,600000,Finland,Europe,1,0,2,0,2,10,0,0,Low,0,0,1,1,0,1,Service,1,Public,1,Both,1,Both,1,Non-Linear,0,0,0,1,0,0,1,1,0,1,0,Online,B2B,0,2,1,0,Bachelors,18,0,0,500,0,1,0,0,0,18,0,0,0,0,0,1,0,1,0,0,0,1633729,1,1,0,2,1,0,5,0.6,12,12,1,5
1,2011,3,157,10,1,5/10/2011,2/25/2013,6379489.4,France,Europe,2,1,4,0,1,13,1,2,Low,0,0,1,1,0,0,Product,1,Public,0,No,1,Both,1,Linear,1,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,457,2,0,1,1,0,29,2,1,1,0,0,0,0,0,1,0,0,456198,0,1,1,3,1,4,6.5,unknown amount,8,4.3,1,2
1,2013,1,224,31,0,7/1/2013,3/12/2014,450000,France,Europe,3,0,3,0,3,10,0,0,Low,0,0,1,1,0,1,Product,1,Public,0,Both,1,Both,1,Non-Linear,0,0,0,1,1,0,0,1,1,0,0,Online,B2B,0,1,1,0,Masters,21,1,1,500,2,1,0,0,88,18,2,1,1,0,1,0,0,1,1,0,0,1075438,1,1,0,3,0,9,10,0.45,9,2,2,1
1,2009,5,19,20,0,5/1/2009,9/19/2012,3600000,United Kingdom,Europe,3,0,2,0,5,50,0,0,Medium,0,1,1,1,0,1,Product,0,Both,0,Both,1,Both,1,Linear,0,0,0,1,1,0,0,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,1,1,146,1,1,0,0,0,24,1,0,1,0,1,0,0,1,0,0,0,1725737,1,1,0,4,1,0,12.5,3.6,4,13.1,1,7
1,2012,2,138,5,0,1/1/2012,10/1/2013,2100000,United Kingdom,Europe,0,0,3,3,3,50,0,0,Low,0,1,1,1,0,1,Product,0,Both,0,Both,0,Both,1,Non-Linear,0,0,0,1,1,0,0,1,1,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,2,1,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,2522474,0,0,0,3,1,0,50,2.1,18,18,1,5
1,2011,3,205,10,0,1/1/2011,4/4/2012,15000,United Kingdom,Europe,2,0,2,1,1,10,0,0,Low,0,0,1,0,1,0,Product,1,Public,0,Unstructured,0,Both,1,Linear,0,0,1,1,0,0,1,1,0,0,0,Online,B2B,0,1,1,0,Masters,21,1,1,500,2,1,1,0,470,27,2,0,1,1,0,0,0,1,0,0,0,3784917,0,1,0,3,1,19,5,0.015,16,16,1,3
1,2010,4,35,7,0,1/1/2010,1/1/2011,6379489.4,United Kingdom,Europe,0,0,3,0,1,50,0,0,Low,0,0,0,0,0,0,Service,1,Public,0,Unstructured,1,Both,1,Linear,0,0,0,1,1,0,0,0,0,0,0,Online,B2B,0,1,1,0,Masters,21,0,1,500,1,1,1,1,400,0,2,0,0,0,0,0,0,0,0,0,0,5506308,0,0,0,1,0,21,16.6,unknown amount,1,1,1,1
1,2011,3,59,7,0,1/1/2011,3/1/2013,400000,United Kingdom,Europe,2,0,3,0,1,10,0,0,Medium,0,1,0,0,1,1,Service,1,Public,0,Both,1,Both,1,Linear,0,0,0,1,0,0,0,0,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,1,1,1,0,124,51,0,1,0,0,0,0,0,0,0,0,0,22246,1,1,0,2,0,11,5,0.4,24,24,1,1
1,2013,1,133,5,0,1/1/2013,6/1/2013,6379489.4,United Kingdom,Europe,1,0,0,0,4,10,0,0,Medium,0,2,0,0,0,0,Service,1,Private,1,Unstructured,1,Both,0,Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,1,Masters,21,1,0,500,1,1,1,0,160,18,2,1,0,0,0,0,0,1,0,0,0,8709224,0,1,0,2,1,13,10,unknown amount,1,1,2,2
1,2010,4,131,4,0,6/1/2010,3/7/2014,6379489.4,United Kingdom,Europe,2,0,1,0,2,10,0,0,Low,0,0,1,1,0,1,Service,1,Public,0,Unstructured,1,Both,0,Non-Linear,0,0,0,1,1,1,0,0,0,0,0,Online,B2C,0,2,0,0,Masters,21,0,1,500,0,0,0,0,6,25,1,0,0,1,1,0,0,0,0,0,0,1936207,0,1,0,2,1,0,3.3,unknown amount,45,45,1,4
1,2010,4,357,14,1,1/1/2010,9/28/2012,1500000,United Kingdom,Europe,5,0,2,0,6,50,1,0,Low,0,0,1,1,0,1,Service,1,no,0,No,0,Platform,0,Non-Linear,0,0,0,1,1,1,0,0,0,0,0,Online,B2B,0,2,0,1,Bachelors,18,1,0,500,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,14054,0,1,0,1,0,5,16.6,1.5,12,10.6,1,3
1,2010,4,26,104,1,8/1/2010,12/3/2013,42000000,United Kingdom,Europe,1,0,1,1,9,200,1,1,Low,0,0,1,1,0,0,Service,0,Public,0,Both,1,Both,1,Non-Linear,1,0,0,0,0,0,0,1,0,0,1,Online,B2B,2,2,1,1,Bachelors,20,1,1,500,1,0,0,0,0,20,1,0,0,1,0,0,0,1,0,1,0,45567,0,1,0,3,1,0,33.3,42,1,7,1,1
0,2007,7,3,31,0,6/1/2007,1/31/2008,1300000,United States,North America,8,0,1,2,1,69,1,0,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,1,1,PhD,25,1,1,370,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2992604,0,1,0,2,0,0,18.4,1.3,8,8,0,0
0,2007,7,30,31,0,1/1/2007,7/19/2008,1750000,Israel,Asia,0,0,3,0,5,69,0,0,Low,0,1,1,1,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,1,2,0,1,Bachelors,18,1,1,500,1,0,0,0,0,25,0,0,0,0,0,1,0,1,0,0,0,14553250,0,0,0,2,0,1,18.4,1.75,1,6.9,0,9
1,2005,9,207,9,0,10/1/2005,6/23/2008,10000000,United States,North America,0,4,2,1,3,9,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,1,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,0,Online,B2C,2,2,1,1,Bachelors,18,1,1,500,1,0,0,0,1,25,1,0,1,0,0,0,0,0,0,0,0,255878,0,0,0,3,1,4,1.1,10,23,4,1,6
1,2009,4,725,244,0,1/1/2011,5/5/2011,10000000,United States,North America,0,1,1,0,5,50,0,0,Low,0,0,1,0,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,1,2,0,0,Bachelors,18,1,1,500,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,147869,0,1,0,3,1,3,7.1,10,1,10.2,1,3
0,2007,7,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,0,0,2,10,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,1,Masters,21,1,1,228,1,0,0,0,1,25,0,0,0,0,0,1,0,1,0,0,0,2518862,0,1,0,2,0,1,1.6,0.45,1,1,0,4
0,2009,4,242,1,0,1/1/2011,10/1/2005,8000000,United States,North America,0,0,1,0,3,50,0,0,Low,0,0,0,0,0,1,Service,0,no,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,1,2,1,1,Bachelors,18,0,0,500,1,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,138358,0,1,0,3,1,0,6.2,8,1,3.6,1,1
1,2005,9,391,16,0,2/1/2005,12/20/2010,27500000,United States,North America,1,2,3,0,9,200,1,0,Low,0,2,0,0,0,0,Product,1,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,2,2,0,0,Bachelors,18,1,1,500,1,1,1,1,0,24,0,0,1,0,0,0,0,0,0,0,0,112659,0,1,0,3,1,7,25,27.5,9,12.3,1,5
0,2009,4,144,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,0,2,69,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,1,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,1,Masters,21,1,1,500,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,12992,0,0,0,2,0,4,18.4,unknown amount,1,1,1,0
0,2011,3,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,3,0,3,10,0,0,Low,0,2,0,0,0,1,Service,0,Both,0,Both,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,1,0,0,Bachelors,18,1,1,304,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,2518862,0,1,0,2,0,0,5,0.015,1,1,1,2
0,2009,5,14,31,0,4/1/2009,1/1/2009,6379489.4,Austria,Europe,0,1,3,0,3,50,0,0,Low,0,0,1,1,0,1,Service,1,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,1,1,Masters,21,0,1,500,1,0,0,0,0,22,0,0,1,0,1,0,0,1,0,0,0,20196505,0,1,0,3,1,0,12.5,unknown amount,1,1,2,2
0,2007,7,53,31,0,9/1/2007,7/1/2007,10000,India,Asia,1,0,1,0,1,69,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,1,0,Masters,21,1,1,500,1,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,3600838,0,1,0,2,0,1,18.4,0.01,1,1,0,4
0,2011,3,243,2,0,10/1/2011,4/1/2012,600000,Denmark,Europe,1,0,4,0,4,10,0,0,Low,0,0,1,1,0,1,Service,1,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,1,0,Masters,21,1,1,500,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,2518862,0,1,0,3,1,6,10,0.6,7,7,1,9
0,2009,4,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,50,0,0,Low,1,2,1,1,0,1,Service,0,no,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,1,1,Masters,21,1,1,500,1,1,1,1,1,25,0,0,0,0,0,1,0,0,0,0,0,2518862,0,1,0,3,1,3,10,0.98,1,1,1,8
0,2006,8,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,2,0,2,10,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,1,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,1,2,1,0,Bachelors,18,1,1,500,1,0,0,0,1,25,0,0,1,0,0,0,0,1,0,0,0,2518862,0,1,0,3,1,0,1.4,1.9,20,20,1,7
0,2009,5,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,1,0,1,10,0,0,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,0,Linear,1,0,0,0,0,0,0,0,0,0,0,Offline,B2C,0,2,1,0,Masters,21,1,1,500,1,0,0,0,0,25,0,0,1,0,0,0,0,1,0,0,0,2518862,0,1,0,3,1,0,2,unknown amount,1,1,1,6
0,2011,3,0,31,0,6/1/2011,1/1/2011,6379489.4,United States,North America,0,0,1,1,1,10,0,0,Low,0,2,0,0,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,2,0,0,Masters,21,1,1,253,1,0,0,0,1,19,0,0,1,0,1,0,0,1,0,0,0,2518862,0,1,0,3,1,0,5,unknown amount,1,1,1,2
0,2007,7,3,31,0,6/1/2007,1/1/2011,6379489.4,United States,North America,0,0,2,0,2,69,0,0,Low,0,0,1,1,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,0,Bachelors,18,1,1,500,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,5851401,0,1,0,3,1,0,18.4,unknown amount,6,1,0,5
0,2009,4,0,31,1,1/1/2011,1/1/2009,10000000,United States,North America,0,0,2,0,2,200,0,0,Low,0,0,1,1,0,1,Service,1,no,0,No,0,Platform,1,Linear,1,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,2,0,1,Bachelors,20,1,1,130,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2518862,0,1,0,3,1,0,25,10,1,1,1,4
0,2010,4,0,0,0,2/1/2010,5/10/2011,1500000,United States,North America,1,0,3,0,4,10,0,0,Low,0,0,1,1,0,1,Service,0,no,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,0,1,Bachelors,18,1,1,329,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,18372022,0,1,0,3,1,0,3.3,1.5,3,3,1,3
0,2007,7,29,20,0,3/1/2007,6/1/2005,13200000,United Kingdom,Europe,0,0,0,0,1,200,0,0,Low,1,2,1,1,0,1,Product,1,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,1,2,1,1,Bachelors,18,0,0,325,1,1,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,970318,0,1,0,3,1,7,28.6,13.2,14,10.6,0,0
0,2010,4,170,7,1,4/8/2010,3/25/2011,900000,Russian Federation,Europe,0,6,3,0,3,50,1,0,Low,0,2,0,0,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,0,Masters,21,1,1,500,1,0,0,0,1,14,0,0,1,0,0,0,0,1,0,0,0,1912479,0,1,0,3,1,0,50,0.9,6,6,0,6
0,2005,9,169,31,0,1/1/2005,1/1/2006,6379489.4,United States,North America,1,0,1,0,3,69,0,1,Low,0,0,1,1,0,1,Product,0,no,0,No,0,Platform,0,Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,0,Bachelors,18,1,1,500,1,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,88023,0,1,0,3,1,7,18.4,unknown amount,24,24,1,6
0,2008,6,15,31,1,1/1/2008,7/10/2010,800000,Spain,Europe,3,2,1,0,3,50,0,1,Low,0,1,1,1,0,0,Service,0,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,0,Bachelors,18,1,1,500,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,9092587,0,1,0,3,1,0,10,0.8,24,1,0,0
0,2009,5,8,31,0,10/1/2009,1/1/2009,6379489.4,United States,North America,1,0,1,0,1,50,0,0,Low,0,0,1,1,0,1,Product,1,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,2,0,0,Bachelors,20,1,1,500,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,2518862,0,1,0,3,1,0,12.5,unknown amount,1,1,1,3
0,2012,2,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,50,0,0,Low,0,0,1,0,0,1,Product,0,no,0,No,1,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,1,0,0,Bachelors,20,0,0,81,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2518862,0,1,0,3,1,0,50,0.08,12,12,1,0
0,2008,6,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,5,0,5,69,0,0,Low,0,0,1,0,0,1,Product,0,no,0,No,0,Platform,1,Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,0,1,Bachelors,18,0,0,187,1,0,0,0,0,25,0,0,1,0,2,1,0,0,0,0,0,2518862,0,1,0,3,1,0,18.4,unknown amount,1,1,1,3
0,2008,6,10,31,0,1/1/2008,1/1/2008,500000,United States,North America,1,0,1,0,2,69,0,0,Low,0,0,1,1,0,1,Service,0,no,0,No,0,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,1,Masters,21,1,1,500,1,0,0,0,0,25,0,0,1,1,0,0,0,0,0,0,0,18581451,0,1,0,3,0,0,18.4,0.5,1,1,1,0
0,2011,3,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,4,0,4,10,0,0,Low,0,0,1,1,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,0,Bachelors,18,1,0,319,1,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,2518862,0,1,0,3,1,0,5,unknown amount,1,1,0,2
0,2009,5,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,3,1,3,10,0,0,Low,0,1,1,1,0,1,Service,0,no,0,No,0,Platform,0,Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2B,0,2,0,1,Masters,21,1,0,500,1,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,2518862,0,1,0,2,0,3,2.5,unknown amount,1,1,1,0
0,2012,2,84,31,0,1/1/2012,1/1/2011,6379489.4,United States,North America,0,0,3,2,2,69,0,0,Low,0,1,1,1,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,1,Masters,21,1,0,500,1,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,7581851,0,1,0,3,1,0,18.4,unknown amount,1,1,1,4
0,2011,3,13,1,0,11/8/2011,1/19/2012,620000,United States,North America,1,0,2,0,2,10,0,0,Low,0,2,0,0,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,1,0,0,Bachelors,18,0,0,500,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5516702,0,1,0,3,1,2,5,0.62,3,3,1,4
0,2007,7,4,31,0,11/1/2007,11/1/2007,6379489.4,United States,North America,0,1,1,0,1,1,0,0,Low,0,2,1,0,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,0,0,Bachelors,18,0,0,500,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8536058,0,1,0,3,1,0,1,unknown amount,1,1,0,0
0,2008,6,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,2,2,2,69,0,0,Low,0,1,1,0,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,1,0,Masters,21,1,1,500,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,2518862,0,1,0,3,1,0,18.4,0.345,15,15,0,4
0,2006,8,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,69,0,0,Low,0,1,1,1,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2C,0,2,0,1,Masters,21,1,1,500,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,2518862,0,1,0,2,0,0,18.4,0.02,1,1,1,0
0,2008,6,15,31,0,6/4/2008,1/1/2011,6379489.4,United States,North America,1,0,1,1,2,69,0,0,Low,0,1,1,1,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,2,0,1,Masters,21,1,1,500,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,15201417,0,1,0,2,1,3,18.4,unknown amount,1,1,0,11
0,2009,5,8,31,0,11/20/2009,8/5/2011,250000,United States,North America,0,2,2,0,3,4,0,0,Low,0,2,1,1,0,1,Service,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,0,1,0,1,PhD,25,1,0,90,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,14539082,0,1,0,3,1,0,1,0.25,22,22,1,4
1,2011,3,13,0,0,1/1/2011,10/1/2011,250000,United States,North America,1,0,2,0,2,10,0,0,Low,0,2,1,1,0,1,Product,0,no,0,No,0,Platform,0,Non-Linear,1,0,0,0,0,0,0,0,0,0,1,Online,B2C,0,1,0,0,Masters,21,1,1,500,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2518862,1,1,1,4,2,0,5,0.25,1,1,0,8
