Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company28,Success,2013.0,1.0,43.0,Semantic Automation and Storytelling,Analytics,Social Media,Windforce Ventures|Comcast Ventures|Samsung Ventures|ENIAC Ventures|WoodGen LLC|DreamIt Ventures,14.5,0.0,No,3/1/2013,7/1/2013,1100000.0,United States,North America,6.0,0.0,1,0,1,5.0,No,0.0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Online,B2C,Low,Low,No,Low,PhD,25.0,Law,No,No,500.0,Low,0.0,0.0,0.0,53.0,32.0,Low,Low,No,Yes,Medium,No,No,No,No,No,No,7253712.0,Yes,No,No,3.0,Medium,0.0,5.0,1.1,Not Applicable,4.0,4.0,Plateau,0 to 2,7.1,0.0,14.3,7.1,21.4,7.1,7.1,7.1,7.1,0.0,14.3,0.0,0.0,7.1,4.0
Company29,Success,2007.0,7.0,11.0,Real-time in-store analytics,Analytics,Strategy,StarVest Partners|August Capital|Nokia Growth Partners|Commerce Ventures,14.5,0.0,YES,11/1/2007,4/30/2013,15000000.0,United States,North America,0.0,0.0,2,8,10,110.0,Yes,2.0,high,No,Medium,No,No,No,No,Service,No,Private,No,Structured,No,Platform,Local,Linear,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,Arts,No,Yes,500.0,Medium,1.0,1.0,1.0,71.0,18.0,High,High,Yes,Yes,Medium,Yes,Yes,Yes,Yes,No,Yes,296645.0,No,No,Yes,4.0,High,0.0,18.3,15.0,Yes,36.0,13.6,Trigger,5 to 10,5.6,5.6,16.7,5.6,5.6,5.6,22.2,5.6,22.2,5.6,0.0,0.0,0.0,0.0,1.0
Company30,Success,2012.0,2.0,281.0,Real-time error tracking,Software Development,Bug fix,Resolute.vc|Hiten Shah|Arjun Sethi|Founders Den,3.0,0.0,No,5/1/2012,4/1/2013,200000.0,United States,North America,3.0,0.0,2,0,2,3.0,No,0.0,medium,No,Small,No,No,No,No,Service,No,Private,No,Both,No,Platform,Global,Non-Linear,No,Yes,No,No,No,No,No,No,No,Yes,No,Online,B2C,Low,Medium,No,Medium,Bachelors,18.0,"Management, Computer Science",Yes,Yes,350.0,Low,0.0,0.0,0.0,79.0,17.0,Low,Low,No,No,Low,Yes,No,No,No,No,No,155498.0,No,Yes,No,2.0,Low,5.0,3.0,0.2,Not Applicable,6.0,3.0,Trough,2 to 5,0.0,0.0,80.2,4.2,0.0,4.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Company31,Success,2012.0,2.0,421.0,web analytics api,Marketing|Software Development|Analytics,Data Integration,New Enterprise Associates|General Catalyst Partners|Y Combinator|Tom McInerney,7.0,0.0,No,1/1/2011,1/15/2013,600000.0,United States,North America,2.0,0.0,4,0,4,50.0,No,0.0,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,Low,No,Low,Bachelors,18.0,Aerospace Engineering,No,No,500.0,Low,0.0,0.0,0.0,58.0,13.0,Low,Low,Yes,No,Medium,No,Yes,No,No,No,No,38021.0,Yes,Yes,Yes,4.0,High,0.0,25.0,0.6,Not Applicable,1.0,1.0,Peak,2 to 5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Company33,Success,2010.0,4.0,983.0,Social Media Analytics and Reporting,Analytics,Analytics,MHS Capital|Social Leverage|Vast Ventures|Bessemer Venture Partners|Founder's Co-op|Mark Sugarman|Trinity Ventures,115.0,6.0,YES,1/1/2010,3/18/2014,20000000.0,United States,North America,2.0,3.0,3,2,5,132.0,Yes,3.0,high,No,Small,No,No,No,No,Product,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,No,Medium,Bachelors,18.0,Economics,No,No,470.0,Medium,0.0,0.0,0.0,63.0,31.0,High,High,Yes,No,Low,Yes,Yes,No,Yes,No,No,9355.0,No,No,Yes,4.0,High,0.0,44.0,20.0,Not Applicable,1.0,12.0,Trigger,2 to 5,12.5,0.0,6.2,50.0,0.0,18.8,6.2,0.0,6.2,0.0,0.0,0.0,0.0,0.0,1.0
Company34,Success,2011.0,3.0,68.0,Social Media ROI Measurment,Advertising,Social Media optimization,Vaidya Capital Partners|[212]Media,9.0,13.0,YES,11/1/2011,1/1/2013,2000000.0,United States,North America,0.0,0.0,3,0,4,8.0,No,0.0,Nothing,No,Medium,Yes,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,Low,Medium,No,Low,Bachelors,18.0,FALSE,Yes,Yes,500.0,Low,0.0,0.0,0.0,116.0,14.0,Low,Low,No,No,Medium,No,No,No,No,No,No,1024425.0,No,No,No,2.0,Low,0.0,4.0,2.0,Not Applicable,14.0,8.8,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Company36,Success,2012.0,2.0,75.0,Big Data Analytics,Marketing|Email,Marketing,Grotech Ventures|Access Venture Partners|FFP Holdings|TechStars,14.0,0.0,YES,1/1/2012,5/24/2013,2870890.0,United States,North America,0.0,3.0,2,6,4,13.0,No,0.0,medium,No,Medium,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18.0,Arts,No,Yes,500.0,High,1.0,1.0,1.0,61.0,45.0,Medium,Medium,Yes,No,Medium,Yes,Yes,Yes,Yes,No,No,1951415.0,No,No,Yes,4.0,Medium,0.0,13.0,2.9,Not Applicable,7.0,5.0,Peak,2 to 5,16.7,11.1,0.0,11.1,11.1,0.0,27.8,0.0,5.6,0.0,0.0,0.0,11.1,5.6,0.0
Company37,Success,2012.0,2.0,140.0,Secure NoSQL Database,Analytics|Security|Network / Hosting / Infrastructure,Database Management,Matrix Partners|Atlas Venture,26.0,13.0,YES,8/1/2012,10/21/2013,5200000.0,United States,North America,0.0,0.0,4,4,4,30.0,Yes,2.0,high,No,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,No,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Bachelors,18.0,bseet,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,21.0,Medium,High,No,No,Medium,No,No,Yes,No,No,No,912860.0,No,Yes,No,4.0,Medium,0.0,30.0,5.2,Not Applicable,1.0,7.1,Peak,2 to 5,11.1,11.1,30.6,0.0,8.3,2.8,11.1,8.3,11.1,2.8,0.0,0.0,0.0,2.8,3.0
Company38,Success,2012.0,2.0,46.0,SaaS Job Marketing Platform,Human Resources (HR)|Marketing|Career / Job Search,operations,TechColumbus|Founders Factory,6.0,20.0,YES,2/1/2012,8/7/2012,70000.0,United States,North America,4.0,0.0,2,3,2,4.0,No,1.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,Medium,No,Low,Masters,21.0,Business management,Yes,Yes,500.0,Medium,0.0,0.0,0.0,7.0,19.0,Low,Medium,No,No,High,Yes,Yes,Yes,No,No,Yes,2439989.0,No,Yes,Yes,4.0,High,0.0,4.0,0.1,Not Applicable,12.0,1.0,Peak,2 to 5,11.8,2.9,11.8,8.8,0.0,2.9,2.9,0.0,2.9,2.9,0.0,0.0,0.0,2.9,4.0
Company39,Success,2010.0,4.0,33.0,Health Care Analytics,Cloud Computing|Healthcare|E-Commerce,technology,Allan Zeise|Thomas Shannon|Allen Zeise|Wisconsin Investment Partners|Silicon Pastures|Thomas Vincent|Ross Bjella|David Lisle|Ed Karrels|Jeff Harris|Tom DeMell|Thomas DeMell|Jeffery Harris|Michael Kluiber|Peter Skanaivs|Andy Wojack|Crista Wojack|Eric Kessenich|John Schmidt|Angels on the Water,13.0,0.0,YES,6/4/2010,3/29/2013,1000000.0,United States,North America,24.0,0.0,2,0,4,10.0,No,4.0,low,No,Medium,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,arts,No,Yes,500.0,Medium,0.0,0.0,0.0,1.0,13.0,Low,High,No,No,Medium,No,No,No,No,No,No,3792883.0,No,Yes,No,4.0,High,3.0,3.3,1.0,Not Applicable,4.0,9.8,Plateau,0 to 2,7.1,14.3,7.1,0.0,7.1,0.0,14.3,7.1,14.3,14.3,0.0,0.0,7.1,7.1,0.0
Company40,Success,2010.0,4.0,56.0,Shaking Up Publishing,Media|Analytics|Publishing|Mobile|Education,Analytics,EA Media Syndicate I LLC|Glen Surnamer|Jeff Schweiger,7.0,0.0,No,10/1/2010,10/23/2012,450000.0,United States,North America,3.0,0.0,5,0,5,10.0,No,0.0,medium,Yes,Small,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,electrical,Yes,Yes,500.0,Medium,1.0,1.0,0.0,245.0,13.0,Medium,Medium,Yes,No,Low,No,No,No,No,No,No,4518529.0,Yes,Yes,No,3.0,High,3.0,2.0,0.4,Not Applicable,12.0,14.0,Slope,2 to 5,8.2,3.3,5.9,39.4,10.5,4.8,11.8,1.1,3.3,4.9,0.0,1.1,4.4,1.1,5.0
Company43,Success,2011.0,3.0,374.0,Global multimedia content platform,Analytics,Operations,Amit Singh,57.0,-3.0,YES,4/1/2011,8/1/2010,60000.0,United States,North America,1.0,0.0,0,8,3,57.0,No,0.0,medium,No,Medium,No,No,No,No,Service,Yes,Public,No,Unstructured,No,Platform,Global,Linear,No,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Masters,21.0,"finance, startegy and enterpreneurship",Yes,Yes,500.0,Low,1.0,0.0,0.0,439.0,25.0,Low,Medium,Yes,No,Low,Yes,No,No,No,No,No,797253.0,No,No,Yes,2.0,High,3.0,28.5,0.1,Not Applicable,10.0,12.0,Plateau,0 to 2,16.7,0.0,0.0,5.6,16.7,5.6,38.9,0.0,0.0,16.7,0.0,0.0,0.0,0.0,2.0
Company44,Success,2008.0,6.0,40.0,Smart Suggestions for Sales Reps,Analytics,Sales,Starfish Ventures,12.0,0.0,YES,1/1/2008,7/8/2013,2517424.0,United States,North America,0.0,0.0,3,0,6,50.0,No,1.0,low,No,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,High,Yes,High,Masters,21.0,Business management,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Medium,High,Yes,No,Medium,No,No,No,Yes,No,No,2607547.0,No,Yes,No,4.0,High,0.0,10.0,2.5,Yes,36.0,4.0,Trigger,5 to 10,6.2,0.0,0.0,6.2,6.2,0.0,18.8,6.2,0.0,0.0,0.0,0.0,0.0,6.2,9.0
Company46,Success,2010.0,4.0,24.0,Big Data Analytics,Analytics,technology,Sierra Ventures|AME Cloud Ventures|Columbus Nova Technology Partners|Streamlined Ventures,25.0,0.0,YES,1/1/2010,7/30/2013,1750000.0,United States,North America,0.0,0.0,4,10,6,23.0,No,0.0,Nothing,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,PhD,25.0,engg,No,No,500.0,Medium,0.0,0.0,0.0,0.0,12.0,Low,High,Yes,No,Medium,No,No,Yes,No,No,No,1810474.0,Yes,Yes,No,4.0,High,0.0,7.6,1.8,Not Applicable,15.0,7.0,Trigger,2 to 5,18.2,0.0,36.4,0.0,0.0,18.2,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,2.0
Company47,Success,2011.0,3.0,295.0,Big Data Analytics,Analytics|Enterprise Software,technology,Defense Advanced Research Projects Agency,35.0,0.0,YES,1/1/2011,2/5/2013,3000000.0,United States,North America,0.0,1.0,2,2,2,32.0,No,0.0,high,No,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Medium,PhD,25.0,bio engg,No,No,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Medium,High,Yes,No,Medium,No,No,Yes,No,No,No,221783.0,Yes,Yes,No,4.0,High,0.0,16.0,3.0,Not Applicable,16.0,3.0,Peak,2 to 5,0.0,0.0,64.7,0.0,0.0,26.5,5.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Company48,Success,2003.0,11.0,111.0,"Analytics, e-commerce, Consumer Finance",Analytics,Risk,Crystal Financial|Crosslink Capital|QED Investors,267.0,0.0,YES,12/1/2003,7/29/2013,30000000.0,United States,North America,0.0,0.0,2,13,14,300.0,No,0.0,low,No,Medium,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,Global,Non-Linear,No,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18.0,Business management,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Medium,No,No,Medium,No,No,Yes,No,No,No,1089377.0,No,Yes,No,4.0,High,0.0,30.0,30.0,Yes,72.0,24.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company49,Success,2000.0,14.0,160.0,"Predictive Analytics, Advanced Analytics",Analytics,operations,TA Associates,594.0,3.0,YES,1/1/2000,6/24/2013,25000000.0,United States,North America,0.0,0.0,2,0,9,616.0,No,0.0,high,No,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,18.0,Business management,Yes,Yes,500.0,High,0.0,0.0,0.0,9.0,51.5,High,High,No,No,Low,Yes,No,No,Yes,No,No,213086.0,Yes,Yes,No,3.0,Medium,0.0,47.4,25.0,Yes,156.0,156.0,Peak,2 to 5,0.0,2.6,5.3,5.6,13.2,43.3,19.2,0.0,5.6,0.0,0.0,5.4,0.0,0.0,1.0
Company50,Failed,2010.0,4.0,0.0,Big Data Analytics,Analytics,Marketing,Draper Fisher Jurvetson (DFJ)|DFJ Gotham Ventures|Acadia Woods Partners|Ron Conway,14.5,0.0,No,1/1/2011,11/1/2006,11000000.0,United States,North America,0.0,0.0,2,0,2,7.0,Yes,3.0,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Non-Linear,No,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18.0,"ECONOMICS,COMPUTERS",Yes,Yes,500.0,Medium,0.0,1.0,1.0,126.0,32.0,Low,Medium,Yes,No,Low,No,No,No,No,No,Yes,375318.0,Yes,No,No,4.0,Low,3.0,1.0,11.0,Yes,12.0,1.0,Peak,2 to 5,5.3,5.3,10.5,0.0,5.3,0.0,21.1,5.3,5.3,0.0,0.0,0.0,36.8,5.3,5.0
Company51,Success,2011.0,3.0,805.0,Connected data for marketers & ecommerce,E-Commerce|Analytics,"Marketing, Web Analytics",Battery Ventures|Wellington Partners|General Catalyst Partners|Silicon Valley Bank,23.0,0.0,YES,5/6/2011,12/3/2013,4000000.0,United States,North America,0.0,3.0,2,1,3,28.0,Yes,2.0,high,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,11967.0,No,Yes,No,4.0,High,0.0,14.0,4.0,Not Applicable,13.0,4.6,Plateau,0 to 2,17.6,0.0,5.9,29.4,0.0,11.8,11.8,5.9,0.0,17.6,0.0,0.0,0.0,0.0,3.0
Company52,Success,2009.0,5.0,129.0,Customer Data-Powered Marketing,E-Commerce|Advertising|Analytics,Marketing,SV Angel|Harrison Metal Capital|Baseline Ventures|Greylock Partners|Dick Costolo|Reid Hoffman|Jeff Jordan|Harrison Metal|Bain Capital Ventures,50.0,0.0,YES,7/1/2009,6/13/2011,13000000.0,United States,North America,0.0,0.0,2,2,4,55.0,Yes,3.0,medium,Yes,Large,Yes,Yes,No,No,Both,No,Private,Yes,Structured,No,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18.0,economics,Yes,Yes,500.0,Medium,1.0,1.0,1.0,0.0,14.0,Low,Medium,Yes,No,Low,No,No,Yes,No,No,No,169460.0,Yes,Yes,No,4.0,High,0.0,13.8,13.0,Not Applicable,1.0,7.7,Trough,2 to 5,22.2,0.0,0.0,22.2,0.0,11.1,22.2,11.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0
Company53,Success,2009.0,5.0,416.0,Big Data Analytics,Enterprise Software,"Strategy, Operations, Finacial Planning",Greylock Partners|Andreessen Horowitz|Redpoint Ventures|Tenaya Capital,14.5,0.0,YES,1/1/2009,12/27/2013,1070901.0,United States,North America,0.0,0.0,3,5,7,115.0,Yes,4.0,high,No,Large,No,No,Yes,No,Both,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,High,Masters,21.0,Computer Science,Yes,Yes,500.0,High,0.0,0.0,0.0,100.0,44.0,High,Medium,Yes,No,Medium,Yes,No,No,Yes,No,No,447301.0,No,No,No,3.0,Medium,0.0,28.8,1.1,Not Applicable,20.0,4.9,Peak,2 to 5,8.7,8.3,28.8,5.6,5.7,17.2,17.3,2.8,0.0,5.7,0.0,0.0,0.0,0.0,9.0
Company55,Success,2012.0,2.0,888.0,Enterprise Marketing Intelligence,Analytics,Marketing,Sean Glass|Hemang Gadhia|Adam Riggs|Roger Krakoff|Tony Ayaz|Marc Solomon|Acceleprise Ventures|Andy Klingenstein|Adam Falla|Bowery Capital|New Enterprise Associates,38.0,23.0,YES,9/1/2012,2/4/2014,6500000.0,United States,North America,10.0,0.0,1,3,4,40.0,Yes,2.0,high,No,Medium,No,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,No,Low,Bachelors,18.0,Political Science,No,No,500.0,Low,0.0,0.0,0.0,79.0,0.0,Medium,Medium,Yes,No,Medium,No,Yes,No,Yes,No,No,86394.0,Yes,No,Yes,3.0,High,0.0,40.0,6.5,Not Applicable,8.0,4.2,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Company58,Success,2012.0,2.0,272.0,Know and Grow Your Audience,Analytics|Advertising|Cloud Computing|Marketing,marketing,Square 1 Bank|High Line Venture Partners|SV Angel|Allen Debevoise|Matt Coffin|Paul Bricault|Jonah Goodhart|Dean Gilbert|Tony Nethercutt|FirstMark Capital|Ben Ling|Lerer Ventures,24.0,0.0,No,4/17/2012,6/25/2013,1000000.0,United States,North America,1.0,0.0,2,2,4,15.0,No,0.0,medium,Yes,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,Unstructured,No,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,general mangement,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Medium,Yes,No,Low,No,No,Yes,No,No,No,282991.0,Yes,Yes,No,3.0,High,0.0,15.0,1.0,Not Applicable,7.0,4.7,Plateau,0 to 2,11.1,0.0,0.0,44.4,11.1,5.6,11.1,5.6,5.6,0.0,0.0,0.0,0.0,5.6,0.0
Company60,Success,2012.0,2.0,124.0,Software-as-a-Service (SaaS) platform,Analytics|Network / Hosting / Infrastructure,analytics,CIT GAP Funds|Jaffray Woodriff|Battery Ventures,13.0,0.0,No,1/1/2012,8/7/2013,2000000.0,United States,North America,2.0,1.0,2,0,2,14.0,No,0.0,high,No,Medium,No,No,No,Yes,Product,No,no,Yes,Structured,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18.0,computer science,Yes,Yes,500.0,Medium,0.0,0.0,0.0,4.0,17.0,High,Medium,Yes,No,Low,No,No,No,No,No,No,754828.0,No,No,No,3.0,Medium,0.0,14.0,2.0,Not Applicable,1.0,3.3,Peak,2 to 5,5.6,0.0,2.8,11.1,2.8,5.6,11.1,0.0,5.6,0.0,0.0,0.0,5.6,0.0,6.0
Company61,Success,2009.0,5.0,409.0,The ﬁnancial terminal of the web.,Finance,analytics,Hyde Park Angels|I2A Fund|Amicus Capital|Social Leverage|Morningstar|Reed Elsevier Ventures,22.0,-4.0,YES,1/1/2009,5/9/2013,3900000.0,United States,North America,0.0,0.0,2,0,2,50.0,No,2.0,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,Yes,Platform,Global,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Medium,Bachelors,18.0,science,Yes,Yes,500.0,Medium,1.0,1.0,1.0,0.0,20.0,Low,Low,Yes,Yes,Low,No,No,Yes,No,No,No,28597.0,No,No,No,3.0,Medium,0.0,12.5,3.9,Not Applicable,14.0,12.7,Trough,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Company62,Success,2012.0,2.0,51.0,Data visualization system,Mobile|Analytics,analytics,Razor's Edge Ventures|CIT GAP Funds|B7inc|B7inc Peter Thorp|Columbus Nova Technology Partners|Hemang Gadhia|Center for Innovative Technology|Sean Glass|Jay Virdy|Magid Abraham|Tony Ayaz|Neil Kataria|Terry Hsiao|Chris McGill|Russ Cosentino|Peter Thorp,14.5,0.0,YES,1/1/2012,7/10/2013,4100000.0,United States,North America,10.0,0.0,2,1,4,18.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,No,Both,No,Structured,No,Platform,Global,Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,sb,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,761094.0,No,No,No,3.0,Medium,0.0,18.0,4.1,Not Applicable,10.0,4.0,Peak,2 to 5,5.6,0.0,50.0,5.6,0.0,11.1,16.7,5.6,0.0,5.6,0.0,0.0,0.0,0.0,0.0
Company63,Success,2012.0,2.0,388.0,Big Data Analytics,E-Commerce|Marketing,sales,TechStars,17.0,6.0,No,11/1/2012,7/3/2013,750000.0,India,Asia,0.0,1.0,2,1,2,18.0,No,0.0,low,No,Large,No,No,No,Yes,Service,No,no,No,Structured,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Bachelors,18.0,economics,Yes,Yes,500.0,Medium,1.0,1.0,1.0,1.0,20.0,Low,Medium,Yes,Yes,Low,Yes,No,No,No,No,No,17535.0,No,No,No,3.0,High,0.0,18.0,0.8,Not Applicable,10.0,10.0,Peak,2 to 5,11.8,0.0,0.0,52.9,5.9,0.0,5.9,0.0,11.8,5.9,0.0,0.0,5.9,0.0,1.0
Company69,Success,2013.0,1.0,408.0,Mobile Advertising Technology ,Advertising|Mobile|Analytics,technology,Infipro Inc,14.5,0.0,No,1/31/2013,3/1/2014,62000.0,Azerbaijan,Europe,1.0,0.0,2,0,2,6.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Low,Bachelors,18.0,management,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,25.0,Low,Medium,Yes,No,Low,No,No,No,No,No,No,63274.0,No,No,No,3.0,Medium,0.0,6.0,0.1,Not Applicable,2.0,6.0,Peak,2 to 5,17.6,11.8,17.6,23.5,11.8,0.0,5.9,0.0,11.8,0.0,0.0,0.0,0.0,0.0,4.0
